#{"t_start": 1772229770.224811, "env_id": "highway-fast-v0"}
r,l,t
27.343934,30,4968.60412
29.409809,30,4968.98223
29.642678,30,4969.360667
29.525964,30,4969.739209
29.108253,30,4970.119648
29.576969,30,4970.502457
2.879825,4,4970.557944
29.275525,30,4970.938159
26.042022,28,4971.2941
28.673616,30,4971.673406
28.842672,30,4972.055424
28.847895,30,4972.444527
29.110474,30,4972.828057
5.915424,7,4972.922835
3.984008,5,4972.991373
28.975069,30,4973.37051
17.76213,19,4973.615589
26.28232,30,4973.995833
21.797127,24,4974.302036
29.177258,30,4974.681567
26.942902,30,4975.061451
25.960052,28,4975.414137
29.476484,30,4975.801831
2.118315,3,4975.843801
23.539947,26,4976.177633
4.71217,6,4976.25767
28.741954,30,4976.642045
28.64139,30,4977.02201
25.863594,30,4977.413667
28.372611,30,4977.819598
26.841981,30,4978.245116
28.907913,30,4978.638536
28.776674,30,4979.018374
28.807404,30,4979.411235
29.109341,30,4979.80991
7.01265,8,4979.912834
29.375039,30,4980.294302
28.164667,30,4980.68073
28.807608,30,4981.061472
26.500784,30,4981.44882
28.609185,30,4981.831254
28.843733,30,4982.216124
28.943004,30,4982.604677
29.041219,30,4982.987636
28.892615,30,4983.365599
29.676946,30,4983.74672
27.874104,30,4984.132717
28.741245,30,4984.512215
5.71264,7,4984.604962
20.111209,22,4984.884883
28.742022,30,4985.279552
4.845512,6,4985.359365
29.273651,30,4985.740646
14.644575,16,4985.9461
28.612459,30,4986.335395
29.176002,30,4986.715649
29.107904,30,4987.093966
29.476474,30,4987.480446
2.013001,3,4987.524914
25.443786,27,4987.869411
29.109337,30,4988.248248
29.073126,30,4988.630249
28.444108,30,4989.010041
29.207915,30,4989.388854
28.74184,30,4989.770058
22.461157,24,4990.074067
26.984056,30,4990.457238
29.309307,30,4990.836116
28.243319,30,4991.212188
28.228253,30,4991.592036
28.640006,30,4991.975872
8.912169,10,4992.104047
25.761286,30,4992.49327
26.676442,30,4992.880393
27.109337,29,4993.244887
26.615474,30,4993.624076
29.006471,30,4994.001624
26.778835,30,4994.380588
28.774908,30,4994.764719
26.931658,30,4995.147463
29.610294,30,4995.574737
5.845516,7,4995.66731
29.509809,30,4996.044926
28.024375,30,4996.42844
6.05264,7,4996.519534
23.360993,25,4996.835039
14.877447,16,4997.042337
29.059296,30,4997.427179
7.762616,9,4997.543697
25.917862,30,4997.930205
29.543122,30,4998.311945
29.309171,30,4998.690771
29.041598,30,4999.067735
6.013112,7,4999.159163
27.795594,30,4999.544339
29.610752,30,4999.923624
20.476026,22,5000.204623
13.776928,15,5000.400257
3.779313,5,5000.469645
23.778803,30,5000.854515
27.693199,30,5001.235727
29.295234,30,5001.616099
29.34159,30,5002.001657
29.443159,30,5002.387514
29.675124,30,5002.776635
28.740155,30,5003.162102
1.180129,2,5003.192613
29.275044,30,5003.57163
24.518097,30,5003.953959
29.173613,30,5004.324554
29.026922,30,5004.706698
5.912165,7,5004.798289
8.012182,9,5004.913906
29.47553,30,5005.291913
4.549622,6,5005.37403
1.019667,2,5005.420052
29.543112,30,5005.806835
26.310125,30,5006.190869
27.874545,30,5006.580098
29.710281,30,5006.992596
18.643141,20,5007.247675
17.151276,19,5007.495513
29.576918,30,5007.883012
29.394018,30,5008.266317
15.345029,17,5008.48353
26.877879,30,5008.866221
29.442666,30,5009.24681
1.246796,2,5009.276404
16.744557,18,5009.506298
29.609349,30,5009.884207
13.644869,15,5010.075106
29.343622,30,5010.451317
29.508887,30,5010.831617
28.974543,30,5011.226133
16.168371,19,5011.472832
29.508887,30,5011.847848
29.508415,30,5012.221951
3.879323,5,5012.287894
2.153097,3,5012.329141
28.739682,30,5012.717549
27.616429,30,5013.112648
15.644071,17,5013.332223
26.644994,30,5013.714607
20.14803,22,5013.99278
29.609335,30,5014.373308
23.677766,28,5014.728851
2.952639,4,5014.783843
7.811683,9,5014.902207
29.61028,30,5015.27974
29.110279,30,5015.659866
16.245502,18,5015.894169
28.307149,30,5016.274221
9.495459,11,5016.418037
29.075058,30,5016.797987
29.376854,30,5017.184444
4.912179,6,5017.264479
17.610723,19,5017.510974
6.87836,8,5017.615442
28.776002,30,5018.00184
26.144446,30,5018.383539
29.442178,30,5018.764613
15.72978,18,5018.993469
29.341262,30,5019.375213
7.712154,9,5019.492826
28.41641,30,5019.87323
25.843463,28,5020.231076
29.242678,30,5020.612711
27.678615,30,5020.993239
4.412841,6,5021.071311
1.880129,3,5021.111992
29.342991,30,5021.491702
6.812182,8,5021.596915
29.476012,30,5021.97235
16.779543,19,5022.214196
29.308845,30,5022.601906
4.67978,6,5022.682145
9.01602,12,5022.837742
21.229013,23,5023.134533
29.677876,30,5023.517676
28.876474,30,5023.895798
1.865041,3,5023.937057
27.249628,30,5024.318071
9.845039,11,5024.464347
10.845029,12,5024.618894
29.375511,30,5025.002578
10.718337,13,5025.170059
28.941893,30,5025.555497
16.778363,18,5025.783593
29.208211,30,5026.163208
26.427838,29,5026.52747
29.310279,30,5026.90955
16.401066,20,5027.165738
15.397344,17,5027.382013
4.212166,5,5027.447731
29.376323,30,5027.832454
17.745889,21,5028.100661
28.907947,30,5028.482389
28.527214,30,5028.864984
28.894862,30,5029.247865
28.97774,30,5029.62911
18.051471,21,5029.896528
28.308637,30,5030.279934
12.519743,15,5030.479645
28.909176,30,5030.861994
29.309808,30,5031.238285
29.175544,30,5031.621312
10.085891,12,5031.778788
28.0506,30,5032.159514
13.329254,15,5032.351162
28.874905,30,5032.734972
28.974072,30,5033.114054
13.451644,16,5033.319583
29.207914,30,5033.697272
21.410764,24,5033.999663
26.146496,30,5034.383316
28.842989,30,5034.767558
27.842386,30,5035.14664
11.912165,13,5035.312994
29.041049,30,5035.702389
29.310289,30,5036.083371
26.398446,30,5036.461326
2.013463,3,5036.501929
1.980129,3,5036.544613
14.399177,16,5036.750929
11.419287,15,5036.947673
28.075249,30,5037.324539
29.31059,30,5037.714781
29.474567,30,5038.102669
29.109307,30,5038.484686
28.675552,30,5038.858671
3.212646,4,5038.912861
12.129733,14,5039.095066
28.810252,30,5039.474595
10.983645,12,5039.627923
29.175999,30,5040.009066
6.581629,8,5040.113946
15.511514,17,5040.328851
28.775338,30,5040.713513
29.375999,30,5041.096775
29.475988,30,5041.477895
28.641431,30,5041.859391
29.375105,30,5042.235566
27.177282,30,5042.619384
26.78368,30,5043.021454
23.317905,30,5043.40068
24.119277,27,5043.747601
27.310134,29,5044.11572
2.979363,4,5044.170365
29.240625,30,5044.549326
2.846029,4,5044.604351
24.1918,27,5044.947284
26.710752,28,5045.299742
29.007876,30,5045.681759
28.941418,30,5046.064096
28.974387,30,5046.445268
29.242654,30,5046.823554
29.140804,30,5047.201746
28.509174,30,5047.58091
4.8302,6,5047.66084
1.279667,2,5047.690146
29.41028,30,5048.073053
12.363305,14,5048.253369
28.411351,30,5048.63524
27.841146,30,5049.015738
28.942366,30,5049.391737
12.512524,14,5049.570172
29.042993,30,5049.948803
29.177418,30,5050.328213
29.20882,30,5050.71279
3.879323,5,5050.77809
16.642206,18,5051.012268
9.165104,11,5051.154835
29.508849,30,5051.580326
28.141404,30,5052.011129
1.984982,3,5052.053633
27.176016,29,5052.420161
27.192453,30,5052.804922
29.242042,30,5053.188234
27.498401,30,5053.576909
28.063252,30,5053.957478
25.984527,30,5054.338406
29.275973,30,5054.71673
25.117192,30,5055.100521
29.108226,30,5055.483245
19.310761,21,5055.753562
29.608887,30,5056.132164
29.544095,30,5056.51444
28.439869,30,5056.894823
28.642669,30,5057.273938
12.945053,14,5057.453084
2.278906,3,5057.494756
12.629255,14,5057.673372
7.745814,9,5057.792338
4.712641,6,5057.872266
29.173501,30,5058.260139
29.108687,30,5058.642857
26.944302,30,5059.028372
7.945511,9,5059.145657
26.232726,30,5059.528981
26.78262,30,5059.914004
29.075068,30,5060.296503
14.263066,16,5060.502622
29.208387,30,5060.886998
10.878835,12,5061.038943
11.543959,13,5061.207074
29.074589,30,5061.582399
28.809146,30,5061.963807
16.110752,17,5062.179807
29.009177,30,5062.557925
29.342196,30,5062.941754
29.042533,30,5063.325972
10.778684,12,5063.479826
29.142048,30,5063.85909
12.917864,16,5064.064009
28.540109,30,5064.445617
29.108883,30,5064.822696
24.642855,30,5065.207893
26.543136,28,5065.564415
26.616926,30,5065.947656
1.118234,2,5065.976787
28.773742,30,5066.359993
28.542263,30,5066.756938
28.83983,30,5067.142352
22.161175,24,5067.448621
26.417305,30,5067.829276
29.575101,30,5068.216708
27.809036,30,5068.605467
11.117459,13,5068.774249
29.308375,30,5069.157927
24.481848,28,5069.513963
29.243141,30,5069.897093
22.229095,24,5070.201016
28.975515,30,5070.581994
1.118234,2,5070.611165
21.262587,23,5070.909306
29.610275,30,5071.288423
28.075226,30,5071.665135
28.47696,30,5072.047088
2.946492,4,5072.10311
27.53015,30,5072.485771
25.397589,30,5072.8704
28.94391,30,5073.254852
26.385,30,5073.638146
28.894899,30,5074.021291
2.812378,4,5074.075829
27.976785,30,5074.456788
29.008,30,5074.844076
29.308378,30,5075.220208
1.279667,2,5075.248359
11.595434,13,5075.414799
28.608075,30,5075.799742
3.911714,5,5075.864865
22.276315,24,5076.16871
18.613074,20,5076.421873
23.785929,30,5076.810047
26.775336,30,5077.189827
29.141845,30,5077.566821
25.882048,30,5077.947529
1.879667,3,5077.992552
28.709171,30,5078.393064
29.108867,30,5078.776931
29.676943,30,5079.15572
29.47647,30,5079.539543
29.54267,30,5079.919497
22.52832,24,5080.225319
10.810747,12,5080.378655
29.208225,30,5080.763813
18.47647,20,5081.022176
29.141224,30,5081.404403
28.376162,30,5081.787567
14.610766,16,5081.995571
1.979667,3,5082.036747
29.408887,30,5082.419501
29.475866,30,5082.795629
28.906361,30,5083.185568
22.752458,30,5083.562868
16.597628,19,5083.807271
29.309346,30,5084.184372
10.695448,12,5084.339585
28.475353,30,5084.716959
29.107074,30,5085.096357
26.784038,30,5085.474601
29.510275,30,5085.861595
28.574743,30,5086.242584
29.340654,30,5086.622068
29.142211,30,5087.006629
25.45068,30,5087.391695
23.585814,30,5087.776406
29.610251,30,5088.161098
13.850248,15,5088.355535
24.482697,30,5088.742906
29.343126,30,5089.12242
17.643623,19,5089.365611
29.175039,30,5089.742127
29.241234,30,5090.127411
29.57681,30,5090.503292
29.244085,30,5090.883497
4.816273,6,5090.964487
29.643613,30,5091.344895
29.173198,30,5091.724618
29.508873,30,5092.104318
28.726284,30,5092.481298
23.499799,30,5092.870235
23.851676,30,5093.26307
28.874416,30,5093.649878
29.174096,30,5094.03065
27.58438,30,5094.413092
28.842985,30,5094.791992
28.608216,30,5095.169027
28.316377,30,5095.547111
27.830126,30,5095.935833
28.907578,30,5096.312228
29.410723,30,5096.692468
29.476024,30,5097.073401
24.349825,30,5097.451208
9.544528,11,5097.593012
29.008421,30,5097.970117
25.451659,30,5098.356655
11.462125,13,5098.527754
28.874407,30,5098.91013
2.945573,4,5098.964699
28.606846,30,5099.346601
28.508873,30,5099.728648
16.247097,18,5099.956234
29.408377,30,5100.343367
29.143151,30,5100.73026
28.463646,30,5101.106618
28.840487,30,5101.485417
23.647484,25,5101.799901
26.649172,30,5102.265655
29.143924,30,5102.64534
29.008547,30,5103.022407
29.075988,30,5103.40704
22.009652,24,5103.713068
5.91264,7,5103.807464
27.783108,30,5104.188198
18.196037,20,5104.443114
27.984809,30,5104.822812
29.275531,30,5105.205019
29.241707,30,5105.586671
28.912472,30,5105.969815
7.77882,10,5106.099331
28.506469,30,5106.48282
29.042692,30,5106.863267
13.498349,15,5107.053702
1.213001,2,5107.082762
17.845501,19,5107.327937
28.841854,30,5107.710872
29.176311,30,5108.095452
29.575015,30,5108.483004
20.511224,22,5108.766498
7.952028,9,5108.883312
11.010248,12,5109.037727
29.040761,30,5109.417086
27.51645,30,5109.799247
13.778364,15,5109.989324
29.206961,30,5110.374106
29.274586,30,5110.75748
29.341252,30,5111.142198
14.415139,16,5111.349915
28.907759,30,5111.733028
29.44819,30,5112.111715
28.064927,30,5112.493059
9.785922,12,5112.648142
16.576281,18,5112.877582
29.042685,30,5113.262353
18.597067,22,5113.551445
14.945501,16,5113.760165
15.197956,17,5113.979647
25.327352,27,5114.323415
28.475028,30,5114.703895
4.053158,6,5114.784102
28.47558,30,5115.159172
4.013118,5,5115.223141
28.909321,30,5115.602867
29.075159,30,5115.983615
29.207404,30,5116.366215
23.285499,30,5116.752387
28.893927,30,5117.139686
20.351526,24,5117.449066
29.041744,30,5117.828011
26.310611,30,5118.208304
25.151659,30,5118.596418
15.578077,19,5118.84217
27.709389,30,5119.223332
28.681794,30,5119.6031
29.01028,30,5119.983251
19.242607,22,5120.264522
28.741592,30,5120.649854
21.993871,24,5120.95463
28.907447,30,5121.337931
29.19449,30,5121.710182
29.542664,30,5122.088128
9.251967,12,5122.239641
3.852183,5,5122.30714
12.477428,14,5122.487807
28.675997,30,5122.884355
26.18278,30,5123.268255
29.42904,30,5123.662688
29.175053,30,5124.043729
7.197654,9,5124.159926
27.617854,30,5124.542417
29.10739,30,5124.929198
1.313463,2,5124.958099
29.242664,30,5125.338339
28.00966,30,5125.718438
23.641883,26,5126.068738
28.307774,30,5126.450231
7.611692,9,5126.566624
29.145595,30,5126.967396
29.308387,30,5127.35096
28.282123,30,5127.725078
29.308902,30,5128.103662
28.474923,30,5128.489651
26.830977,30,5128.877933
4.878821,6,5128.957486
28.743462,30,5129.334258
14.484078,17,5129.552069
25.609658,28,5129.909455
21.976944,23,5130.199255
29.176918,30,5130.58085
5.613112,7,5130.673552
28.310153,30,5131.05559
2.979363,4,5131.109303
28.907418,30,5131.49088
21.51182,25,5131.808645
28.474879,30,5132.191083
6.119824,8,5132.295405
27.050557,30,5132.674613
12.401712,15,5132.867733
29.041735,30,5133.245738
29.676474,30,5133.630958
14.917972,17,5133.847708
27.365317,30,5134.239585
29.042526,30,5134.621828
10.986841,13,5134.789075
29.277418,30,5135.163702
29.209335,30,5135.543836
27.375393,30,5135.930012
28.80833,30,5136.311014
29.710752,30,5136.690732
29.241707,30,5137.07074
6.798086,8,5137.176772
27.698978,30,5137.556625
28.874456,30,5137.933905
28.9183,30,5138.309527
28.211076,30,5138.700386
3.879323,5,5138.767834
29.275989,30,5139.154812
29.576016,30,5139.534714
29.410288,30,5139.915029
26.744085,28,5140.270902
28.342039,30,5140.651685
20.610251,22,5140.932694
7.796865,9,5141.053119
29.042183,30,5141.431802
29.307457,30,5141.808709
4.918328,6,5141.886671
28.807282,30,5142.269543
7.478849,9,5142.385188
16.833101,19,5142.624931
28.97599,30,5143.003962
29.245511,30,5143.386671
24.7668,28,5143.746334
28.909171,30,5144.127602
13.412011,15,5144.319857
25.917523,30,5144.706536
28.609176,30,5145.085469
28.973948,30,5145.468978
29.476475,30,5145.851611
29.576918,30,5146.23449
26.730578,30,5146.613578
29.609333,30,5146.99141
29.208863,30,5147.40533
20.916185,23,5147.69834
26.179489,30,5148.078676
8.653554,12,5148.235339
28.942168,30,5148.619695
29.193088,30,5149.009355
17.41385,19,5149.255512
29.108362,30,5149.638073
12.04458,13,5149.8074
19.528782,21,5150.077538
5.845974,7,5150.171393
29.207458,30,5150.550996
5.579779,7,5150.645525
17.595921,19,5150.889991
1.879667,3,5150.931599
27.031171,30,5151.311548
2.878878,4,5151.365034
27.707889,30,5151.747501
28.142548,30,5152.121622
29.644557,30,5152.500475
29.107734,30,5152.884729
28.809008,30,5153.265131
26.711504,30,5153.65034
28.873823,30,5154.035682
28.083596,30,5154.417303
29.207915,30,5154.799372
27.976611,30,5155.177277
24.351347,30,5155.55618
28.509353,30,5155.941113
20.079907,22,5156.222479
29.275861,30,5156.600583
27.448174,30,5156.977825
29.375043,30,5157.357409
28.60802,30,5157.738689
14.348652,16,5157.943702
29.243449,30,5158.323792
27.708448,30,5158.71091
25.650159,30,5159.112321
29.709374,30,5159.491163
7.762602,9,5159.607609
28.650183,30,5159.988476
1.979667,3,5160.032879
1.913001,3,5160.072911
27.281506,30,5160.456761
8.878844,10,5160.584201
28.975542,30,5160.969704
27.475375,29,5161.338504
28.974882,30,5161.719466
29.276945,30,5162.103125
29.141574,30,5162.483411
3.879626,5,5162.550219
29.543141,30,5162.926887
29.242038,30,5163.303012
7.996393,9,5163.421146
19.811087,22,5163.705012
28.508668,30,5164.087355
29.041545,30,5164.466362
25.799179,30,5164.854085
29.443126,30,5165.232426
9.66933,13,5165.399177
22.185472,26,5165.735136
11.844558,13,5165.904176
24.910886,30,5166.286869
27.110746,30,5166.66646
27.608721,30,5167.045622
24.718348,30,5167.42676
29.108405,30,5167.813424
28.608859,30,5168.19218
29.508378,30,5168.569994
13.131614,15,5168.770151
18.8311,21,5169.040959
29.376918,30,5169.422974
1.980129,3,5169.464347
29.541219,30,5169.84952
28.941546,30,5170.229303
16.344543,18,5170.458053
29.476946,30,5170.843636
29.24064,30,5171.229566
29.543599,30,5171.609521
29.310739,30,5171.995105
25.517711,30,5172.376266
4.878845,6,5172.457989
23.431334,29,5172.819906
27.208548,29,5173.186986
28.209643,30,5173.568145
29.341711,30,5174.010039
29.10916,30,5174.390436
1.213001,2,5174.420405
28.973742,30,5174.834894
29.508849,30,5175.26033
28.542032,30,5175.655084
15.578377,17,5175.871939
24.718198,30,5176.254286
29.375988,30,5176.665334
29.27647,30,5177.043325
29.274553,30,5177.423632
26.849521,30,5177.805532
28.016271,30,5178.18666
28.909173,30,5178.563392
25.077814,30,5178.946988
28.607141,30,5179.328136
4.197338,5,5179.396688
27.61786,30,5179.780989
27.682678,29,5180.14598
20.074903,22,5180.426039
2.013463,3,5180.469195
28.057995,30,5180.852781
6.245053,7,5180.943811
25.194206,28,5181.297998
28.4079,30,5181.679701
15.549597,17,5181.897535
10.380685,12,5182.052742
29.143599,30,5182.431532
18.916943,20,5182.686968
28.474605,30,5183.070438
24.809228,30,5183.452645
29.041537,30,5183.835899
1.879667,3,5183.879203
26.85124,30,5184.263459
7.464617,9,5184.38225
17.459611,19,5184.627301
2.946492,4,5184.682687
28.976485,30,5185.063835
29.374095,30,5185.442951
29.011114,30,5185.822942
23.610267,25,5186.148889
11.878363,13,5186.317133
29.408865,30,5186.714777
28.773999,30,5187.112593
28.542504,30,5187.495104
28.595205,30,5187.871819
29.010127,30,5188.249536
25.848053,30,5188.625582
6.347957,8,5188.732856
8.711197,10,5188.868816
15.710304,17,5189.08794
6.978835,8,5189.19358
29.241734,30,5189.578265
29.475068,30,5189.957403
29.00964,30,5190.340072
21.316296,23,5190.635417
28.708718,30,5191.037354
29.441726,30,5191.415559
29.409803,30,5191.792105
28.975507,30,5192.169048
28.909184,30,5192.55395
28.61095,30,5192.932868
28.575673,30,5193.312341
22.676946,24,5193.613724
19.410752,21,5193.884222
10.751585,13,5194.054566
26.685,30,5194.438369
2.979363,4,5194.493034
10.81171,12,5194.649221
29.409341,30,5195.030642
29.475029,30,5195.414948
1.684225,3,5195.456277
29.276947,30,5195.84024
29.009182,30,5196.220772
27.27549,30,5196.59838
20.516832,25,5196.91571
28.940279,30,5197.302397
1.279667,2,5197.330377
28.873722,30,5197.713547
29.744557,30,5198.093976
28.975186,30,5198.481498
29.274138,30,5198.863651
29.409807,30,5199.253674
29.610752,30,5199.633649
16.511224,18,5199.865508
25.909981,30,5200.250054
18.495434,20,5200.503487
12.618303,16,5200.711112
13.851599,15,5200.906691
28.708049,30,5201.285079
5.945974,7,5201.377177
25.484374,30,5201.763119
19.581481,21,5202.030764
29.709364,30,5202.412582
29.409322,30,5202.790901
28.392311,30,5203.169498
29.074,30,5203.550192
9.477447,11,5203.691418
29.275518,30,5204.070573
27.676075,30,5204.450681
29.411534,30,5204.839027
29.644071,30,5205.222441
29.275525,30,5205.602186
28.94187,30,5205.98043
29.576474,30,5206.364148
4.012641,5,5206.430495
4.013118,5,5206.496884
27.130881,30,5206.876349
17.476013,19,5207.12042
6.678999,8,5207.223973
28.507786,30,5207.602142
27.01016,30,5207.985168
29.141195,30,5208.369291
18.276657,21,5208.634533
26.932204,30,5209.021212
29.276324,30,5209.404169
29.543126,30,5209.783261
27.340853,30,5210.163293
23.745039,30,5210.543479
29.474111,30,5210.927305
27.150124,30,5211.305646
29.409856,30,5211.686034
21.1485,23,5211.977382
26.566955,30,5212.358717
6.812019,8,5212.465125
13.644068,15,5212.657521
28.342377,30,5213.039352
29.709817,30,5213.42164
27.165045,30,5213.800077
26.19771,30,5214.183988
29.007919,30,5214.566039
29.442666,30,5214.944814
29.474099,30,5215.326172
28.974543,30,5215.706752
29.277266,30,5216.095527
29.576474,30,5216.474553
27.881233,30,5216.854086
12.110752,13,5217.01742
28.276882,30,5217.399163
28.676818,30,5217.786077
28.474063,30,5218.173805
26.153555,30,5218.555224
29.676016,30,5218.930293
29.342642,30,5219.323878
28.875988,30,5219.71256
24.01398,30,5220.144385
5.845975,7,5220.244176
19.576474,21,5220.523853
29.14297,30,5220.917519
27.184513,30,5221.301153
28.74078,30,5221.712164
1.118234,2,5221.74191
29.309317,30,5222.122475
29.643628,30,5222.506265
27.884329,30,5222.893902
5.846446,7,5222.986823
28.708864,30,5223.38641
29.710752,30,5223.76313
26.415708,30,5224.14231
28.707442,30,5224.528295
11.295909,13,5224.700177
4.530671,6,5224.78011
28.975041,30,5225.159986
2.118315,3,5225.200113
28.940304,30,5225.58145
15.048043,17,5225.810049
2.879354,4,5225.863351
18.776956,20,5226.119694
6.845974,8,5226.225399
29.076946,30,5226.60676
28.808989,30,5226.988056
5.846446,7,5227.077924
23.151063,27,5227.419261
11.085891,13,5227.588453
29.309826,30,5227.966945
16.81645,18,5228.195629
16.531566,18,5228.427231
23.930308,26,5228.758639
22.375555,24,5229.064846
11.811219,13,5229.237951
25.151974,30,5229.628021
29.24171,30,5230.010829
27.051218,30,5230.39559
28.559621,30,5230.773261
1.699377,3,5230.816872
28.77442,30,5231.197896
28.841584,30,5231.579703
27.762113,30,5231.963515
26.044395,28,5232.323507
21.600345,24,5232.629306
19.780563,23,5232.922316
28.676002,30,5233.304871
29.762597,30,5233.689597
28.583172,30,5234.067459
29.009323,30,5234.451353
28.642677,30,5234.833728
29.441219,30,5235.216638
29.192954,30,5235.594567
29.409803,30,5235.974481
21.610251,23,5236.26443
12.277284,14,5236.445962
10.812028,12,5236.600548
15.811696,17,5236.816691
27.843205,30,5237.19704
4.712641,6,5237.278278
27.049642,30,5237.658628
18.716971,20,5237.912045
7.913112,9,5238.02755
20.215511,22,5238.310653
27.679932,30,5238.68812
13.066596,15,5238.8813
18.23018,20,5239.134965
26.284052,30,5239.52474
27.449058,30,5239.907567
28.642168,30,5240.289329
26.528172,30,5240.672711
28.176139,30,5241.060603
27.350235,30,5241.442996
29.24267,30,5241.822404
28.707433,30,5242.201802
2.046796,3,5242.245391
14.380031,17,5242.461816
26.908874,30,5242.844357
13.652544,16,5243.048933
7.778844,9,5243.168763
7.645039,9,5243.285078
28.242093,30,5243.66111
28.732267,30,5244.04182
29.341744,30,5244.427684
29.24267,30,5244.806639
9.677248,11,5244.949943
29.260222,30,5245.333636
24.565953,30,5245.717671
29.342683,30,5246.099154
29.309185,30,5246.479724
29.275988,30,5246.891125
12.811697,14,5247.074672
5.812953,7,5247.166043
28.166005,30,5247.547231
29.609308,30,5247.932538
7.71172,9,5248.051496
26.783097,30,5248.435826
29.174685,30,5248.843427
11.295312,13,5249.074246
9.645487,11,5249.268681
29.075813,30,5249.659238
28.54264,30,5250.101166
9.762597,11,5250.243821
5.017427,6,5250.324855
27.083615,30,5250.710033
27.308573,30,5251.098527
27.732026,30,5251.474732
8.896905,10,5251.60622
28.874595,30,5251.985937
12.999838,16,5252.192053
29.142211,30,5252.571355
28.907295,30,5252.954111
10.646378,12,5253.108885
29.242233,30,5253.485151
26.342069,30,5253.864595
10.677873,12,5254.02171
29.043141,30,5254.407133
12.429084,14,5254.589437
1.153,2,5254.618669
2.864591,4,5254.67366
29.007912,30,5255.053852
27.749551,30,5255.432195
28.908404,30,5255.810865
19.676455,21,5256.082884
3.765683,5,5256.150668
25.68267,30,5256.528149
3.649622,5,5256.594781
25.467422,30,5256.975154
12.819276,15,5257.167492
21.032598,28,5257.541074
29.642666,30,5257.919613
1.913001,3,5257.962347
27.876083,30,5258.356928
28.675644,30,5258.734512
29.176474,30,5259.112883
15.043623,16,5259.321656
27.217241,30,5259.730597
28.208742,30,5260.120273
28.941239,30,5260.501
19.644071,21,5260.77018
29.608863,30,5261.156495
12.762537,15,5261.346078
29.507914,30,5261.724388
29.04298,30,5262.107612
8.763532,10,5262.236408
19.811224,21,5262.500301
28.280953,30,5262.880819
26.600302,30,5263.263829
29.47554,30,5263.641392
26.983617,30,5264.025816
25.817711,30,5264.406739
9.765626,11,5264.553123
29.243627,30,5264.933519
4.045503,5,5265.000153
28.883664,30,5265.38044
29.076308,30,5265.766587
29.375988,30,5266.146345
24.742654,26,5266.478784
27.983303,30,5266.860659
29.475515,30,5267.242297
28.875354,30,5267.617913
28.575675,30,5267.997032
25.749849,30,5268.383032
27.276764,30,5268.770108
28.841616,30,5269.149569
28.008701,30,5269.537695
29.576003,30,5269.922426
10.645974,12,5270.079663
20.264684,23,5270.371401
29.194977,30,5270.751644
26.510163,28,5271.109492
26.585931,30,5271.496419
29.007743,30,5271.876757
29.110128,30,5272.251427
15.960744,18,5272.482296
27.442237,30,5272.868842
28.940308,30,5273.248461
28.608229,30,5273.630486
28.941551,30,5274.007464
17.645029,19,5274.251256
29.081517,30,5274.63702
28.707614,30,5275.022795
26.564757,30,5275.407158
29.008236,30,5275.788931
3.15311,4,5275.84538
29.242033,30,5276.227019
6.501849,8,5276.33281
28.709401,30,5276.714879
27.250403,30,5277.093966
16.801362,19,5277.33443
23.166353,25,5277.652655
25.417015,30,5278.037058
1.979667,3,5278.078376
28.842196,30,5278.458424
29.275015,30,5278.835161
6.577751,8,5278.940617
24.479602,28,5279.29737
28.508716,30,5279.682037
26.509266,30,5280.064509
28.242054,30,5280.451038
29.508844,30,5280.831299
28.209079,30,5281.215122
29.244081,30,5281.597357
29.344405,30,5281.978464
27.517195,30,5282.360034
28.741608,30,5282.740328
28.509211,30,5283.118994
6.812953,8,5283.258359
5.729712,7,5283.350604
27.617241,30,5283.747822
29.074056,30,5284.177074
28.765938,30,5284.580232
5.046446,6,5284.658893
10.044454,12,5284.814607
29.343155,30,5285.198337
27.811195,30,5285.622391
2.279354,3,5285.668191
27.880013,30,5286.075557
13.364437,15,5286.268879
27.076805,29,5286.638571
22.844567,24,5286.943287
28.842196,30,5287.324599
24.28169,26,5287.653966
4.76307,6,5287.735811
29.443451,30,5288.114672
27.142244,29,5288.479094
17.97958,20,5288.733143
28.809659,30,5289.116172
29.509321,30,5289.496095
1.879667,3,5289.539253
27.342202,30,5289.928638
29.544071,30,5290.312469
29.273179,30,5290.697219
28.576323,30,5291.127457
29.576012,30,5291.509398
28.708526,30,5291.893166
29.075029,30,5292.269334
28.707303,30,5292.652899
20.811078,23,5292.944124
13.676928,15,5293.137124
13.382722,15,5293.328618
28.709822,30,5293.709934
29.678835,30,5294.088307
29.376334,30,5294.47063
28.978439,30,5294.860277
27.97666,30,5295.248587
29.20885,30,5295.627026
29.342656,30,5296.013703
2.013463,3,5296.055058
7.612198,9,5296.172269
29.676946,30,5296.55138
3.212646,4,5296.606686
23.361026,25,5296.927249
19.232527,22,5297.207538
9.829726,11,5297.349671
29.009185,30,5297.729194
28.116297,30,5298.109571
29.276002,30,5298.48782
18.615776,20,5298.744197
7.845039,9,5298.862578
29.107499,30,5299.243659
28.94392,30,5299.622752
9.76667,12,5299.785818
29.811234,30,5300.173977
15.510289,17,5300.391581
28.528504,30,5300.772821
1.913001,3,5300.814591
28.609793,30,5301.203267
28.84256,30,5301.583433
27.065552,30,5301.966754
26.418805,30,5302.346175
